	SXXY_W_4S	JSJH_P_2	AHHS_W_3	SXXY_W_4	HNSX_P_CK1	HNSX_W_10	AHSZ_W_5	AHHS_W_4S	HNSX_P_6S	HNSX_P_16	SXYZ_P_7	HBYX_P_5	AHSZ_W_4S	SXXY_W_3	HNSX_W_CK3	AHYX_P_5S	AHJZ_P_17	SXYZ_P_CK3	HBHM_W_6S	HNSX_W_20	JSTS_W_CK3	JSJH_P_CK2	HBYX_W_21S	SXXY_W_6S	HBHA_P_CK3	SXXY_W_2	HBHM_W_CK3	HBHA_P_CK1	JSTS_W_48S	AHJZ_P_21S	HBLT_W_4	HBHA_P_12S	HBLT_W_1	HBHM_W_CK2	JSTS_W_49	HNSX_W_8S	AHSZ_W_2	JSJR_P_6S	HBHA_P_9	SXYZ_P_15S	HNSX_W_18	HBHM_W_14	HBHM_W_9	HBHA_P_3	HBHA_P_4	HBYX_W_14S	AHHS_W_3S	AHSZ_W_1S	HBLT_W_2S	JSTS_W_48	HBYX_W_17S	AHSZ_W_2S	SXXY_W_1S	HBLT_W_5	JSTS_W_49S	AHHS_W_1	JSJH_P_8	HNSX_P_7S	HNSX_W_15	HBYX_P_5S	HNSX_P_CK3	AHJZ_P_21	HBYX_P_2	HBHM_W_CK1	HBHA_P_2S	JSJH_P_8S	HNSX_P_3S	HNSX_W_10S	JSTS_W_45	SXYZ_P_15	HNSX_P_20S	AHYX_P_18S	HNSX_W_CK1	SXYZ_P_CK1	HBHM_W_9S	HBYX_W_14	HBHM_W_6	JSTS_W_CK1	AHYX_P_18	HBYX_P_4S	JSJR_P_6	HBHA_P_3S	HNSX_P_3	SXXY_W_CK2	AHYX_P_7S	HBLT_W_1S	JSJH_P_2S	JSJH_P_CK1	HBHA_P_CK2	JSJH_P_CK3	JSTS_W_44S	HBHA_P_9S	HNSX_P_CK2	AHYX_P_9	HBYX_W_21	SXXY_W_6	HNSX_W_18S	HBLT_W_5S	AHSZ_W_3S	JSTS_W_44	HBHM_W_1	AHJZ_P_CK3	AHSZ_W_3	JSJH_P_4	JSJR_P_14S	AHJZ_P_CK1	HBLT_W_3	AHHS_W_2S	AHJZ_P_13S	HBLT_W_4S	AHYX_P_5	HNSX_W_8	SXYZ_P_13S	JSJH_P_5S	JSJR_P_3	HBHM_W_1S	JSJR_P_3S	SXYZ_P_7S	HNSX_P_20	HNSX_P_6	AHHS_W_2	HBLT_W_3S	HBYX_W_17	JSTS_W_CK2	SXXY_W_3S	AHSZ_W_5S	AHSZ_W_4	JSTS_W_47S	HNSX_W_20S	HBYX_P_4	HBHA_P_4S	AHJZ_P_CK2	JSJR_P_5	SXXY_W_2S	SXYZ_P_13	JSJH_P_3S	JSJR_P_14	AHHS_W_1S	HBLT_W_2	HNSX_P_7	HBYX_P_2S	JSJH_P_5	HNSX_W_15S	AHHS_W_4	AHSZ_W_1	SXXY_W_CK3	HNSX_P_16S	AHJZ_P_13	HBHA_P_12	SXYZ_P_CK2	AHYX_P_9S	JSJH_P_3	JSJR_P_5S	SXXY_W_CK1	AHJZ_P_17S	JSTS_W_47	HBYX_P_1	HBYX_P_1S	HBHA_P_2	JSTS_W_45S	HBYX_P_3	SXXY_W_1	HNSX_W_CK2	HBYX_P_3S	HBHM_W_14S	AHYX_P_7	JSJH_P_4S
g__norank_c__Subgroup_11	23	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	11	0	4	14	0	0	2	0	5	0	0	0	0	0	0	0	0	12	0	10	0	0	0	0	0	0	0	0	0	0	11	0	28	0	4	0	0	0	0	10	0	0	0	0	0	0	8	0	0	0	0	3	0	14	0	0	0	6	0	10	0	1	0	14	11	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	19	2	0	0	3	0	0	0	8	0	0	0	1	12	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	3	0	0	0	0	11	0	5	0	0	0	0	22	2	0	0	17	6	0	0	27	0	0	0	8	0	1	14	0	0	5	0	0	0
g__norank_c__Subgroup_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	8	3	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	23	0	4	0	0	1	0	0	0	0	0	0	0	8	0	26	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	11	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	31	2	0	0	3	0	0	0	3	0	0	0	3	14	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	11	0	0	0	0	21	0	0	0	8	5	0	4	34	0	0	0	8	0	0	0	0	0	9	0	0	0
g__norank_c__Subgroup_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0
g__norank_c__Subgroup_5	6	0	3	0	5	0	5	5	14	0	0	0	13	0	3	25	0	16	0	0	54	29	17	13	4	0	18	5	23	8	0	16	0	20	0	0	0	72	0	13	0	5	0	0	0	0	0	17	20	0	17	18	10	0	69	0	0	0	2	11	27	0	0	35	26	104	17	10	0	0	12	29	0	18	14	3	3	51	0	28	0	9	0	13	9	5	22	21	4	11	54	22	14	0	3	0	3	17	26	12	0	42	4	0	47	28	0	0	16	14	0	0	0	64	0	0	46	7	0	0	0	4	15	61	3	9	0	15	0	0	6	32	0	0	19	13	0	0	11	0	14	0	8	0	8	12	13	3	0	14	30	0	41	25	6	2	0	22	0	36	0	0	11	12	17	0	47
g__Subgroup_10	1	0	12	0	52	0	0	0	0	0	43	5	0	1	5	49	0	72	22	3	16	16	4	9	0	0	2	0	6	9	9	0	6	14	0	8	0	9	0	39	0	0	0	0	0	25	3	13	41	155	42	217	17	0	92	49	0	0	0	3	57	0	13	4	0	23	14	4	0	0	4	10	0	133	5	6	0	0	0	8	9	5	0	19	54	81	4	11	0	0	16	9	106	0	5	0	0	17	64	19	0	7	38	0	9	0	0	0	16	73	18	0	12	8	0	0	8	57	0	2	10	92	0	30	12	9	0	21	0	26	0	10	6	0	83	0	1	21	0	0	9	0	10	0	4	19	0	0	0	100	18	0	5	38	13	0	0	18	0	7	30	0	0	22	0	0	0
g__unclassified_p__Acidobacteriota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Acidiferrimicrobium	55	0	44	54	88	0	43	157	55	6	3	4	326	32	41	105	17	148	129	19	105	174	46	39	281	0	83	340	67	142	13	165	36	144	0	85	3	62	15	46	68	19	14	0	1	31	173	143	199	0	72	192	54	12	121	4	0	7	44	25	139	13	5	107	160	160	86	59	0	0	45	134	108	78	103	3	10	90	8	46	21	181	5	71	134	139	81	129	303	347	127	183	87	0	4	78	69	115	195	16	0	135	173	0	68	215	0	83	169	214	12	26	49	105	8	103	79	41	0	8	8	95	94	92	47	161	13	142	14	3	205	283	21	33	17	129	1	186	31	7	20	4	60	0	16	137	21	11	0	93	208	0	59	68	158	0	0	32	1	95	7	39	57	46	85	0	139
g__norank_f__Acidimicrobiaceae	1	0	12	25	28	0	24	150	22	0	0	3	122	10	25	65	4	8	27	14	0	17	0	7	94	10	28	157	8	55	27	17	12	47	0	31	0	10	4	18	0	0	0	18	2	0	181	80	38	0	7	144	2	6	17	3	18	18	0	0	43	0	0	0	87	23	18	0	0	0	13	39	0	5	10	0	5	0	0	9	19	46	0	8	59	46	14	50	136	210	5	28	11	7	0	14	0	42	164	8	0	50	60	0	35	91	1	120	36	72	0	0	0	0	8	0	23	28	0	7	0	75	0	33	0	122	12	40	47	0	43	64	0	0	8	0	0	209	0	3	0	0	36	6	17	7	27	0	0	9	42	0	16	0	52	0	0	0	1	28	15	39	0	0	0	0	0
g__unclassified_f__Acidimicrobiaceae	0	0	0	0	41	0	5	12	0	0	0	0	62	0	23	56	0	42	40	3	21	179	0	0	89	0	21	120	42	36	12	157	18	90	0	0	12	9	0	0	0	0	0	8	0	0	13	0	23	0	0	0	12	8	37	0	0	0	0	0	0	0	0	34	109	28	3	66	0	10	0	99	88	24	9	21	2	27	0	0	0	165	0	0	111	17	49	208	39	87	23	98	42	0	0	0	13	16	6	0	0	87	11	0	0	85	0	0	97	25	0	5	0	111	0	21	0	29	0	0	0	4	0	24	0	14	0	37	21	0	114	64	0	0	0	104	0	0	16	0	0	0	18	4	0	0	0	0	0	58	69	0	0	0	86	0	0	0	0	26	0	0	50	0	0	0	96
g__norank_o__Actinomarinales	9	0	0	4	0	0	0	0	0	0	38	0	0	3	0	0	0	101	0	8	4	0	1	12	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	6	0	0	0	88	0	0	0	0	0	41	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	71	0	0	0	0	0	19	4	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	22	0	0	0	0	27	0	0	0	69	0	0	0	29	0	0	0	22	0	0	0	53	0	35	0	0	0
g__Aquihabitans	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	11	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Iamia	35	0	4	10	16	0	0	3	22	0	20	0	0	12	0	0	0	63	0	0	30	0	32	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	16	0	46	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0	0	0	28	0	36	0	0	0	0	0	17	15	0	0	86	43	6	0	0	0	0	0	0	40	3	1	3	3	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	27	0	0	0	0	0	2	0	6	0	0	27	0	0	1	0	0	0	0	0	0	0	25	0	0	0	0	0	10	0	7	0	5	93	0	0	0	33	20	0	0	51	11	0	0	33	0	0	4	6	0	16	0	0	0
g__unclassified_f__Iamiaceae	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__CL500-29_marine_group	0	7	0	36	15	0	0	0	11	0	18	0	0	22	3	0	8	24	4	2	11	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	8	0	0	0	0	0	0	0	5	0	25	0	16	0	0	3	0	6	10	0	23	0	1	3	0	0	19	0	0	0	9	26	0	11	3	0	0	9	26	0	0	0	0	38	0	24	0	0	0	0	0	0	24	11	0	30	6	8	0	0	0	5	0	0	8	10	0	0	0	0	13	0	0	0	10	0	5	11	0	3	11	9	4	0	5	0	0	6	0	18	0	4	14	0	0	0	2	3	0	10	0	0	9	4	0	24	19	13	0	12	0	0	23	26	0	0	0	0	0	8	8	67	0	0	0	0	0
g__Desertimonas	80	0	0	36	13	0	0	2	14	3	51	9	0	57	0	0	0	61	19	0	37	0	56	120	0	41	0	0	5	0	0	0	0	5	0	8	0	0	0	30	1	0	10	0	0	94	8	0	5	0	71	0	90	4	10	0	0	6	5	27	10	10	59	0	0	0	14	0	0	0	4	0	0	82	5	0	0	0	0	35	0	0	0	130	0	4	0	0	0	0	11	4	19	0	0	2	8	9	0	22	0	0	0	0	13	0	0	0	0	6	20	0	47	0	0	0	13	47	0	0	10	0	49	49	48	0	0	12	0	0	0	0	17	33	10	0	1	0	0	0	23	0	13	0	0	120	10	0	0	82	0	0	12	123	1	0	0	21	0	5	18	1	0	46	0	0	0
g__Ilumatobacter	16	0	0	21	28	0	0	0	15	0	86	3	0	40	0	5	0	55	0	0	22	0	27	39	0	32	2	0	0	0	0	0	0	0	0	0	0	17	0	12	0	0	0	0	0	21	0	0	0	0	45	0	32	0	0	0	0	6	0	29	32	10	111	0	6	0	9	0	0	38	3	25	0	44	0	0	0	13	0	16	0	0	0	82	9	0	0	0	0	0	3	0	27	0	0	11	8	0	0	0	0	0	0	0	17	7	0	0	11	0	9	0	19	0	0	0	15	23	0	0	0	0	11	23	5	0	0	0	0	49	0	0	0	0	68	0	0	0	0	0	16	0	8	0	0	55	15	0	0	44	7	0	25	55	0	0	0	16	0	3	38	7	0	30	0	0	0
g__norank_f__Ilumatobacteraceae	15	3	3	49	18	0	0	8	0	143	10	3	0	17	0	0	29	7	18	8	34	0	12	17	0	0	0	0	0	2	0	0	0	0	16	0	0	28	11	0	27	0	0	0	27	15	0	0	0	0	10	0	17	23	0	0	0	0	0	17	0	0	66	0	0	0	19	0	0	7	1	0	0	21	6	0	0	0	6	18	11	0	0	33	10	0	0	0	0	0	0	0	13	0	16	55	0	0	0	8	1	24	15	0	0	0	0	1	0	0	20	0	0	0	0	0	0	20	3	18	4	1	21	27	0	0	5	7	0	0	0	0	17	0	70	0	30	0	10	8	20	0	2	0	1	22	0	52	0	22	0	0	1	45	7	17	22	32	0	0	26	23	0	27	0	0	5
g__unclassified_f__Ilumatobacteraceae	0	0	0	5	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	1	0	15	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	13	0	13	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	8	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__IMCC26207	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_f__Microtrichaceae	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
g__unclassified_f__Microtrichaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_o__Microtrichales	64	2	0	33	26	0	0	5	0	0	0	0	0	6	12	72	2	10	98	0	30	45	194	35	7	0	38	0	28	62	30	58	17	34	0	0	0	40	0	18	5	0	3	0	0	172	0	0	36	0	132	0	45	0	41	0	0	4	0	0	79	0	1	35	78	32	30	36	0	0	13	83	0	10	22	0	6	46	0	13	4	34	0	43	96	23	51	37	0	0	24	54	0	0	0	20	15	36	5	50	0	49	1	0	63	58	0	0	93	28	0	0	12	49	4	0	33	0	0	0	2	21	24	29	55	0	0	53	0	14	22	64	0	27	0	37	0	0	4	0	4	16	0	0	12	32	0	0	0	6	80	0	58	49	72	0	0	13	0	34	19	0	20	29	0	10	31
g__unclassified_o__Microtrichales	43	13	41	131	54	0	0	22	11	13	36	3	0	114	8	41	9	79	69	21	36	51	38	22	0	0	26	0	21	0	0	4	15	28	0	0	0	41	0	17	76	13	0	0	0	12	11	0	26	0	63	0	41	28	55	13	0	0	10	28	31	0	35	31	0	6	10	25	0	9	10	16	0	119	51	5	0	25	0	29	5	28	0	105	3	43	0	36	18	0	57	29	60	0	1	79	48	35	17	152	0	12	0	0	65	0	0	9	7	39	0	4	11	22	13	35	50	20	0	9	16	13	93	32	23	0	0	45	0	17	26	0	5	11	34	18	0	24	11	0	13	0	34	9	0	57	0	40	0	46	22	0	29	62	15	0	4	9	0	34	52	44	54	11	22	0	27
g__unclassified_c__Acidimicrobiia	11	0	8	47	19	0	0	0	29	17	10	0	24	60	0	0	17	50	45	3	19	11	20	13	0	0	2	0	0	14	9	20	0	4	0	0	0	0	0	19	0	0	0	0	0	21	40	0	0	0	38	0	36	11	59	3	0	31	32	43	27	0	16	0	89	18	26	0	0	6	23	0	9	53	0	12	10	45	0	11	0	28	0	29	15	0	9	7	0	0	0	50	32	0	0	46	0	29	0	0	0	12	0	0	0	0	0	34	25	41	0	0	17	9	0	0	0	0	0	0	1	18	15	56	0	0	0	0	0	18	49	7	6	15	17	0	4	8	0	0	12	1	0	17	0	69	38	0	0	72	52	0	48	66	0	0	0	0	0	44	10	6	0	25	0	0	14
g__norank_o__0319-7L14	2	0	0	0	16	0	0	0	0	0	0	0	0	0	0	8	0	34	0	0	8	26	0	0	1	0	0	0	0	16	0	0	0	10	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	13	10	37	2	7	0	56	0	0	0	0	0	0	0	36	0	0	3	0	0	7	0	0	0	0	0	5	4	13	0	36	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	9	5	0	11	0	12	0	0	2	0	0	7	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	5	0	0	0	0	6	0	0	0	43	3	0	0	3	10	0	19	0	0	0	10	0	0	8	0	0	4
g__Actinomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Arcanobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Schaalia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Varibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Winkia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Bifidobacterium	0	19	2	5	0	2	0	0	0	3	44	3	0	0	0	0	20	0	0	1	0	0	0	0	0	52	0	0	0	0	65	0	55	0	0	0	0	0	10	0	7	10	77	0	3	0	0	0	0	33	0	0	0	5	0	0	0	0	19	0	0	18	14	0	0	0	0	0	16	9	0	0	0	0	0	22	57	0	11	0	13	0	30	0	0	0	0	0	0	0	0	0	0	8	0	12	0	0	0	9	1	0	13	0	0	0	1	0	0	0	89	15	0	0	75	0	0	0	19	1	0	0	0	0	0	0	11	0	0	0	0	0	147	0	14	0	5	0	1	1	0	18	0	0	0	0	0	1	22	0	0	23	0	0	0	0	55	0	0	0	118	0	0	0	0	74	0
g__norank_f__Bifidobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Actinocrinis	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	17	0	0	0	0	0	0	0	0	43	0	0	37	0	90	0	24	0	0	0	0	0	0	0	0	0	0	7	0	4	0	10	22	0	11	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	14	0	0	0	0	0	0	4	15	0	83	62	0	13	0	0	0	0	0	0	0	0	0	22	0	0	0	49	0	9	32	19	0	0	0	0	0	26	0	0	0	4	0	16	0	0	0	15	0	0	0	0	31	63	6	0	22	28	0	19	0	6	0	0	0	0	0	0	0	0	0	0	22	0	0	0	79	0	0	0	5	3	0	0	0	0	185	0	11
g__Actinospica	0	0	3	0	0	4	0	5	15	0	0	0	36	0	55	0	0	0	36	0	0	0	0	1	61	0	0	45	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	44	89	35	0	0	80	0	6	0	0	0	3	0	0	0	1	0	0	20	0	6	15	0	0	9	0	47	0	9	10	2	0	0	0	0	0	0	3	3	26	0	0	7	0	9	27	0	0	0	74	0	24	19	0	0	26	0	0	0	34	0	23	0	0	0	0	0	0	0	0	0	0	0	4	0	35	0	0	11	95	0	12	41	0	25	0	0	0	0	8	0	17	0	0	0	0	98	0	0	4	2	0	0	0	5	0	0	0	3	0	0	0	11	0	0	0	12	0	11	0	0
g__norank_f__Actinospicaceae	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	15	10	9	0	20	0	0	0	28	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	15	0	0	21	14	0	0	11	28	0	0	0	0	0	6	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	24	0	0	0	0	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	9	0	74	0	0
